Time (s),Frame Time (ms)
20.9944,0.001
21.0415,0.001
21.0887,0
21.1358,0
21.1826,0
21.2293,0
21.2758,0
21.3226,0.001
21.3694,0
21.4164,0
21.4631,0
21.5095,0
21.556,0
21.6027,0.001
21.65,0
21.6967,0
21.7432,0.001
21.7896,0
21.8364,0
21.8831,0
21.9298,0.001
21.9764,0
22.0232,0
22.0698,0
22.1166,0
22.1634,0.001
22.2108,0
22.2575,0
22.3045,0.001
22.3516,0.001
22.3975,0
22.4439,0
22.4908,0
22.5385,0.001
22.5858,0
22.6327,0
22.6796,0
22.7266,0
22.7741,0
22.821,0
22.8679,0
22.9151,0
22.9615,0
23.0084,0
23.0549,0
23.101,0
23.1474,0
23.1936,0
23.2401,0
23.2865,0
23.3326,0
23.379,0
23.4266,0
23.4732,0
23.5197,0
23.5662,0
23.6127,0
23.6593,0
23.7064,0.001
23.7534,0
23.8006,0.001
23.8473,0
23.8942,0
23.9405,0
23.9874,0
24.0342,0
24.0808,0.001
24.1284,0
24.1751,0.001
24.2218,0
24.2687,0.001
24.3155,0
24.3622,0
24.4092,0.001
24.4561,0
24.503,0
24.5499,0
24.5965,0
24.6434,0
24.6896,0
24.7361,0.001
24.7828,0
24.8303,0
24.8766,0
24.9231,0
24.9698,0.001
25.0169,0.001
25.0633,0
25.1099,0.001
25.1568,0
25.204,0
25.2508,0
25.2977,0.001
25.3457,0
25.3928,0
25.4396,0
25.4861,0
25.5337,0
25.5803,0
25.6269,0
25.6733,0
25.7196,0
25.7655,0.001
25.8116,0
25.8585,0
25.9061,0
25.9519,0
25.9988,0.001
26.046,0
26.0927,0
26.1391,0.001
26.1855,0.001
26.2323,0.001
26.2791,0
26.3257,0.001
26.3724,0
26.419,0
26.4658,0
26.5126,0
26.5593,0
26.6055,0.001
26.6518,0
26.699,0
26.7459,0.001
26.7937,0
26.8426,0
26.889,0
26.9358,0
26.9819,0
27.029,0
27.0759,0
27.1228,0
27.1696,0.001
27.2166,0
27.2632,0
27.31,0.001
27.3569,0
27.4036,0
27.4504,0.001
27.497,0
27.5437,0
27.5904,0
27.6373,0
27.6841,0
27.7313,0.001
27.7783,0.001
27.8255,0
27.8718,0.001
27.919,0
27.9655,0.001
28.0122,0.001
28.0586,0
28.1053,0
28.1522,0.001
28.1999,0
28.2467,0
28.2936,0
28.3399,0
28.3864,0.001
28.4325,0
28.4786,0.001
28.5255,0
28.5719,0
28.6184,0.001
28.6648,0
28.7116,0.001
28.7583,0.001
28.805,0
28.8519,0.001
28.8988,0
28.9449,0
28.9911,0
29.0378,0.001
29.0842,0
29.131,0.001
29.1772,0
29.2238,0
29.2711,0
29.3176,0
29.3641,0
29.4119,0.001
29.4591,0
29.5064,0
29.5525,0
29.5995,0
29.6461,0
29.6931,0.001
29.7398,0
29.7865,0.001
29.8336,0
29.88,0
29.9265,0.001
29.9727,0
30.0192,0.001
