Time, FPS
0.261284, 298
0.262404, 298
0.263663, 298
0.26489, 298
0.266276, 298
0.267425, 298
0.268563, 298
0.269791, 298
0.271044, 298
0.27229, 298
0.273663, 298
0.274842, 298
0.276077, 295
0.277299, 295
0.278529, 295
0.279999, 295
0.281292, 295
0.282558, 295
0.283756, 295
0.284933, 295
0.286081, 295
0.287692, 295
0.288865, 295
0.290126, 295
0.291262, 295
0.292373, 295
0.293685, 291
0.294925, 291
0.296088, 291
0.297212, 291
0.298349, 291
0.299464, 291
0.300631, 291
0.301892, 291
0.303073, 291
0.304369, 291
0.305601, 291
0.30686, 291
0.308523, 291
0.309698, 291
0.310991, 287
0.312227, 287
0.313404, 287
0.314994, 287
0.316194, 287
0.317387, 287
0.318609, 287
0.319909, 287
0.321081, 287
0.322607, 287
0.323836, 287
0.325128, 287
0.326305, 287
0.327655, 287
0.329587, 282
0.330884, 282
0.332068, 282
0.333288, 282
0.334465, 282
0.335918, 282
0.33718, 282
0.33837, 282
0.339584, 282
0.340819, 282
0.342023, 282
0.343502, 282
0.344643, 282
0.34577, 282
0.346986, 279
0.348194, 279
0.349733, 279
0.350988, 279
0.352204, 279
0.353434, 279
0.354664, 279
0.355933, 279
0.357369, 279
0.358616, 279
0.35988, 279
0.361011, 279
0.362142, 279
0.363871, 275
0.365015, 275
0.366132, 275
0.367383, 275
0.368569, 275
0.369781, 275
0.371327, 275
0.372557, 275
0.373807, 275
0.37504, 275
0.3763, 275
0.377863, 275
0.379073, 275
0.380283, 275
0.381449, 272
0.382623, 272
0.383802, 272
0.385458, 272
0.386663, 272
0.387936, 272
0.389165, 272
0.390372, 272
0.391975, 272
0.393192, 272
0.39442, 272
0.395591, 272
0.396829, 272
0.398368, 268
0.399599, 268
0.40086, 268
0.402101, 268
0.403311, 268
0.40457, 268
0.406065, 268
0.40727, 268
0.408459, 268
0.409614, 268
0.410812, 268
0.412398, 268
0.413604, 268
0.414861, 268
0.416162, 265
0.417456, 265
0.419135, 265
0.420341, 265
0.421553, 265
0.422841, 265
0.424065, 265
0.425192, 265
0.426855, 265
0.428062, 265
0.429182, 265
0.430374, 265
0.43161, 265
0.4331, 262
0.434245, 262
0.435494, 262
0.43671, 262
0.43791, 262
0.439218, 262
0.440752, 262
0.441966, 262
0.443207, 262
0.444401, 262
0.44558, 262
0.447287, 262
0.448592, 262
0.449772, 259
0.451054, 259
0.452245, 259
0.453937, 259
0.455103, 259
0.456366, 259
0.457563, 259
0.45878, 259
0.460035, 259
0.461357, 259
0.462527, 259
0.463774, 259
0.464936, 259
0.466172, 259
0.467558, 256
0.469008, 256
0.470234, 256
0.4714, 256
0.472602, 256
0.473716, 256
0.4753, 256
0.476496, 256
0.477718, 256
0.478967, 256
0.480142, 256
0.481695, 256
0.482985, 256
0.484234, 253
0.485426, 253
0.486661, 253
0.487897, 253
0.489353, 253
0.490575, 253
0.491819, 253
0.493056, 253
0.494235, 253
0.495746, 253
0.497062, 253
0.498306, 253
0.499534, 253
0.500708, 253
0.502131, 250
0.503386, 250
0.504548, 250
0.505741, 250
0.507013, 250
0.50827, 250
0.509749, 250
0.510985, 250
0.512118, 250
0.513327, 250
0.51456, 250
0.51596, 250
0.517275, 250
0.518535, 250
0.519726, 248
0.520904, 248
0.522166, 248
0.523836, 248
0.525253, 248
0.526406, 248
0.527628, 248
0.528853, 248
0.530869, 248
0.532103, 248
0.53325, 248
0.534455, 248
0.535648, 248
0.536988, 245
0.538338, 245
0.539621, 245
0.540759, 245
0.542024, 245
0.543244, 245
0.544707, 245
0.545952, 245
0.547155, 245
0.548376, 245
0.549594, 245
0.551153, 245
0.552399, 245
0.553676, 350
0.554989, 350
0.556212, 350
0.557633, 350
0.559027, 350
0.560276, 350
0.56147, 350
0.562641, 350
0.563843, 350
0.565348, 350
0.566668, 350
0.567927, 350
0.569306, 350
0.570488, 774
0.571894, 774
0.573317, 774
0.574515, 774
0.575686, 774
0.576921, 774
0.578141, 774
0.579673, 774
0.580876, 774
0.582115, 774
0.583297, 774
0.584526, 774
0.58588, 774
0.587118, 774
0.588353, 776
0.58959, 776
0.590784, 776
0.591968, 776
0.59353, 776
0.594793, 776
0.595993, 776
0.597248, 776
0.598497, 776
0.600014, 776
0.601156, 776
0.602342, 776
0.603502, 776
0.604607, 776
0.605724, 780
0.607085, 780
0.608318, 780
0.609556, 780
0.610742, 780
0.612058, 780
0.613468, 780
0.614666, 780
0.615918, 780
0.617164, 780
0.618474, 780
0.619637, 780
0.621096, 780
0.622223, 780
0.623363, 782
0.624546, 782
0.625751, 782
0.627093, 782
0.628606, 782
0.629941, 782
0.63114, 782
0.632295, 782
0.633455, 782
0.634831, 782
0.636015, 782
0.637251, 782
0.638442, 782
0.639648, 782
0.640981, 779
0.642242, 779
0.643519, 779
0.644797, 779
0.646078, 779
0.64734, 779
0.648883, 779
0.650077, 779
0.651221, 779
0.652326, 779
0.653423, 779
0.654763, 779
0.656032, 779
0.657167, 779
0.658288, 780
0.659417, 780
0.660539, 780
0.661872, 780
0.663173, 780
0.664528, 780
0.665688, 780
0.666995, 780
0.668222, 780
0.669685, 780
0.670941, 780
0.672252, 780
0.673418, 780
0.674585, 780
0.67607, 773
0.677211, 773
0.678363, 773
0.679488, 773
0.68064, 773
0.681877, 773
0.683295, 773
0.684689, 773
0.685896, 773
0.687202, 773
0.688431, 773
0.689781, 773
0.691169, 773
0.692407, 773
0.693562, 774
0.69473, 774
0.695942, 774
0.697289, 774
0.698423, 774
0.69954, 774
0.700657, 774
0.701766, 774
0.702881, 774
0.704141, 774
0.705421, 774
0.706757, 774
0.707971, 774
0.709161, 774
0.710435, 773
0.711713, 773
0.712823, 773
0.713946, 773
0.71507, 773
0.716292, 773
0.717721, 773
0.719027, 773
0.720236, 773
0.721598, 773
0.722784, 773
0.72403, 773
0.72529, 773
0.726403, 773
0.727628, 771
0.728849, 771
0.730061, 771
0.731344, 771
0.732525, 771
0.73366, 771
0.734779, 771
0.735892, 771
0.737115, 771
0.738727, 771
0.740103, 771
0.741362, 771
0.742621, 771
0.74388, 771
0.745153, 768
0.746564, 768
0.747819, 768
0.749074, 768
0.750246, 768
0.751429, 768
0.752844, 768
0.754085, 768
0.755281, 768
0.756436, 768
0.757607, 768
0.75907, 768
0.76028, 768
0.761678, 768
0.762848, 767
0.76402, 767
0.765214, 767
0.766726, 767
0.768095, 767
0.76934, 767
0.770503, 767
0.771689, 767
0.773118, 767
0.774386, 767
0.775628, 767
0.776816, 767
0.778041, 767
0.779219, 767
0.780678, 762
0.781899, 762
0.783139, 762
0.784431, 762
0.78568, 762
0.787156, 762
0.788372, 762
0.789782, 762
0.791044, 762
0.792176, 762
0.793298, 762
0.794657, 762
0.795868, 762
0.797042, 762
0.79831, 762
0.799566, 762
0.800786, 762
0.802103, 762
0.803296, 762
0.804623, 762
0.805764, 762
0.80688, 762
0.808646, 762
0.809767, 762
0.810878, 762
0.812131, 762
0.813334, 762
0.814874, 762
0.816105, 763
0.817288, 763
0.81846, 763
0.819688, 763
0.82091, 763
0.822563, 763
0.823793, 763
0.824904, 763
0.826031, 763
0.827184, 763
0.828295, 763
0.829798, 763
0.831078, 763
0.832197, 763
0.833296, 767
0.83439, 767
0.835824, 767
0.837074, 767
0.838232, 767
0.839499, 767
0.840709, 767
0.841928, 767
0.843458, 767
0.844747, 767
0.845944, 767
0.847206, 767
0.848425, 767
0.849745, 767
0.850977, 781
0.852184, 781
0.853327, 781
0.854558, 781
0.855745, 781
0.857364, 781
0.858592, 781
0.859762, 781
0.860934, 781
0.862212, 781
0.863702, 781
0.86485, 781
0.866056, 781
0.867584, 781
0.868741, 782
0.869856, 782
0.871193, 782
0.872479, 782
0.873661, 782
0.87482, 782
0.876021, 782
0.877544, 782
0.878727, 782
0.880098, 782
0.881292, 782
0.882535, 782
0.883793, 782
0.885021, 782
0.88623, 792
0.887392, 792
0.888594, 792
0.88978, 792
0.891034, 792
0.892492, 792
0.89373, 792
0.895077, 792
0.896253, 792
0.897504, 792
0.899129, 792
0.90039, 792
0.901545, 792
0.902663, 792
0.903785, 793
0.905167, 793
0.90646, 793
0.907724, 793
0.908949, 793
0.910142, 793
0.911355, 793
0.912746, 793
0.913961, 793
0.91523, 793
0.916409, 793
0.917653, 793
0.919162, 793
0.920317, 793
0.921512, 800
0.922735, 800
0.923918, 800
0.925225, 800
0.926729, 800
0.928075, 800
0.92922, 800
0.930347, 800
0.931473, 800
0.932713, 800
0.933921, 800
0.935221, 800
0.936413, 800
0.937627, 800
0.938812, 803
0.940316, 803
0.941512, 803
0.942733, 803
0.943874, 803
0.945106, 803
0.946564, 803
0.947815, 803
0.948968, 803
0.950283, 803
0.951456, 803
0.952612, 803
0.953993, 803
0.955145, 803
0.95633, 810
0.957576, 810
0.958731, 810
0.959918, 810
0.961267, 810
0.962544, 810
0.963739, 810
0.964982, 810
0.966171, 810
0.967675, 810
0.968885, 810
0.970048, 810
0.97128, 810
0.972507, 810
0.973656, 810
0.975149, 810
0.976416, 810
0.977646, 810
0.978882, 810
0.980128, 810
0.981544, 810
0.982665, 810
0.983825, 810
0.985018, 810
0.98618, 810
0.987406, 810
0.989021, 810
0.9902, 810
0.991342, 816
0.992645, 816
0.993812, 816
0.995197, 816
0.996458, 816
0.997675, 816
0.998859, 816
1.0001, 816
1.00127, 816
1.00276, 816
1.00398, 816
1.00521, 816
1.00638, 816
1.00762, 816
1.00885, 816
1.0101, 816
1.0112, 816
1.01231, 816
1.01341, 816
1.01452, 816
1.01571, 816
1.017, 816
1.01821, 816
1.01944, 816
1.02057, 816
1.02182, 816
1.02344, 816
1.02468, 816
1.02586, 821
1.02716, 821
1.02849, 821
1.02986, 821
1.03114, 821
1.03235, 821
1.03357, 821
1.03479, 821
1.03601, 821
1.03756, 821
1.03875, 821
1.03999, 821
1.0412, 821
1.04245, 821
1.04375, 819
1.04496, 819
1.04621, 819
1.04738, 819
1.04852, 819
1.04975, 819
1.05129, 819
1.05257, 819
1.05373, 819
1.05499, 819
1.05622, 819
1.05733, 819
1.0588, 819
1.06002, 819
1.06122, 822
1.06246, 822
1.06366, 822
1.06526, 822
1.06648, 822
1.06769, 822
1.06888, 822
1.07005, 822
1.0712, 822
1.07275, 822
1.07394, 822
1.0752, 822
1.0764, 822
1.07765, 822
1.07936, 812
1.08065, 812
1.08184, 812
1.08314, 812
1.08433, 812
1.08589, 812
1.08718, 812
1.08838, 812
1.08954, 812
1.09076, 812
1.09192, 812
1.09336, 812
1.09457, 812
1.09587, 812
1.09708, 811
1.09834, 811
1.0999, 811
1.10115, 811
1.10239, 811
1.10362, 811
1.10473, 811
1.10584, 811
1.10711, 811
1.1084, 811
1.10955, 811
1.11085, 811
1.11204, 811
1.11347, 811
1.11459, 814
1.11579, 814
1.11697, 814
1.11821, 814
1.11957, 814
1.12102, 814
1.12222, 814
1.12339, 814
1.12455, 814
1.12579, 814
1.12719, 814
1.12859, 814
1.12982, 814
1.13097, 814
1.13215, 812
1.1334, 812
1.13498, 812
1.13625, 812
1.13741, 812
1.13866, 812
1.13987, 812
1.14111, 812
1.14231, 812
1.14343, 812
1.14451, 812
1.1456, 812
1.1467, 812
1.14796, 812
1.14934, 807
1.15067, 807
1.15185, 807
1.15297, 807
1.15415, 807
1.1555, 807
1.15664, 807
1.15784, 807
1.15905, 807
1.1603, 807
1.16147, 807
1.16281, 807
1.16394, 807
1.16523, 807
1.16641, 810
1.1676, 810
1.1691, 810
1.17032, 810
1.17155, 810
1.17277, 810
1.17394, 810
1.17513, 810
1.17643, 810
1.17754, 810
1.17867, 810
1.17979, 810
1.18091, 810
1.182, 810
1.18328, 807
1.18441, 807
1.18549, 807
1.18663, 807
1.18788, 807
1.18912, 807
1.19045, 807
1.19168, 807
1.19283, 807
1.19408, 807
1.19526, 807
1.19695, 807
1.19828, 807
1.19948, 807
1.20072, 812
1.20197, 812
1.20322, 812
1.20468, 812
1.20582, 812
1.20692, 812
1.20805, 812
1.20934, 812
1.21088, 812
1.21225, 812
1.21335, 812
1.21444, 812
1.21556, 812
1.21667, 812
1.21834, 801
1.21962, 801
1.22081, 801
1.22204, 801
1.22322, 801
1.22493, 801
1.22618, 801
1.2274, 801
1.22868, 801
1.22982, 801
1.23093, 801
1.23219, 801
1.23337, 801
1.23461, 801
1.2358, 803
1.23703, 803
1.23827, 803
1.23957, 803
1.24079, 803
1.24202, 803
1.2432, 803
1.24444, 803
1.24587, 803
1.24724, 803
1.24846, 803
1.24973, 803
1.2509, 803
1.25235, 803
1.25348, 805
1.25458, 805
1.2557, 805
1.25686, 805
1.2581, 805
1.25956, 805
1.26078, 805
1.26205, 805
1.26325, 805
1.26451, 805
1.2657, 805
1.2672, 805
1.26841, 805
1.26965, 805
1.27081, 807
1.27205, 807
1.27353, 807
1.27474, 807
1.27594, 807
1.27724, 807
1.27846, 807
1.2799, 807
1.28127, 807
1.28253, 807
1.2837, 807
1.28494, 807
1.2861, 807
1.28753, 802
1.28877, 802
1.29004, 802
1.29125, 802
1.29259, 802
1.29414, 802
1.29556, 802
1.29679, 802
1.29805, 802
1.29923, 802
1.30043, 802
1.30186, 802
1.30323, 802
1.30441, 808
1.30558, 808
1.30682, 808
1.3083, 808
1.30948, 808
1.31068, 808
1.31189, 808
1.31305, 808
1.3142, 808
1.31561, 808
1.31674, 808
1.31788, 808
1.31905, 808
1.32018, 808
1.32132, 810
1.32263, 810
1.32375, 810
1.32497, 810
1.3262, 810
1.32734, 810
1.32856, 810
1.32991, 810
1.33115, 810
1.33236, 810
1.33353, 810
1.33478, 810
1.33632, 810
1.33755, 810
1.33876, 810
1.33999, 810
1.34123, 810
1.34266, 810
1.34381, 810
1.34494, 810
1.34603, 810
1.34714, 810
1.34826, 810
1.3494, 810
1.35052, 810
1.35167, 810
1.35277, 810
1.35384, 810
1.35512, 810
1.35661, 802
1.35794, 802
1.35915, 802
1.36034, 802
1.36151, 802
1.36269, 802
1.36389, 802
1.36509, 802
1.36634, 802
1.36753, 802
1.36866, 802
1.37001, 802
1.37125, 802
1.37239, 802
1.37356, 803
1.37475, 803
1.37593, 803
1.37703, 803
1.37821, 803
1.37942, 803
1.38068, 803
1.38186, 803
1.3831, 803
1.38426, 803
1.38565, 803
1.38685, 803
1.38803, 803
1.38914, 803
1.39029, 804
1.39155, 804
1.39281, 804
1.39397, 804
1.3952, 804
1.39639, 804
1.39757, 804
1.39898, 804
1.40017, 804
1.40136, 804
1.40261, 804
1.40377, 804
1.40525, 804
1.40646, 804
1.40777, 802
1.40896, 802
1.41014, 802
1.41138, 802
1.41265, 802
1.41388, 802
1.41515, 802
1.41634, 802
1.41763, 802
1.41888, 802
1.42022, 802
1.42133, 802
1.42244, 802
1.42356, 802
1.42466, 802
1.42582, 802
1.42711, 802
1.42837, 802
1.42949, 802
1.43059, 802
1.43173, 802
1.43326, 802
1.43451, 802
1.43565, 802
1.43676, 802
1.43791, 802
1.43922, 802
1.44043, 802
1.44166, 801
1.44288, 801
1.44405, 801
1.44518, 801
1.44644, 801
1.44781, 801
1.44894, 801
1.45005, 801
1.45118, 801
1.45237, 801
1.4538, 801
1.45511, 801
1.45638, 801
1.45756, 801
1.45875, 801
1.45991, 801
1.46106, 801
1.46221, 801
1.46349, 801
1.46472, 801
1.46602, 801
1.4672, 801
1.4685, 801
1.46972, 801
1.47095, 801
1.47212, 801
1.47323, 801
1.47438, 801
1.47556, 801
1.47666, 801
1.47793, 801
1.47923, 801
1.48051, 801
1.48196, 801
1.48329, 801
1.48441, 801
1.48552, 801
1.48661, 801
1.48782, 801
1.48909, 801
1.49021, 801
1.49138, 801
1.49256, 800
1.49371, 800
1.49505, 800
1.49635, 800
1.49758, 800
1.49886, 800
1.50022, 800
1.5014, 800
1.50265, 800
1.50388, 800
1.50511, 800
1.50628, 800
1.50751, 800
1.50877, 800
1.51009, 797
1.5114, 797
1.51263, 797
1.51392, 797
1.51514, 797
1.51677, 797
1.51816, 797
1.5194, 797
1.5206, 797
1.52178, 797
1.52318, 797
1.52452, 797
1.52573, 797
1.52705, 795
1.52831, 795
1.52955, 795
1.53083, 795
1.53201, 795
1.53312, 795
1.53427, 795
1.53544, 795
1.53668, 795
1.53797, 795
1.5392, 795
1.54042, 795
1.5416, 795
1.54281, 795
1.54421, 790
1.54532, 790
1.54643, 790
1.54753, 790
1.54876, 790
1.55001, 790
1.55126, 790
1.55243, 790
1.55371, 790
1.55499, 790
1.55623, 790
1.5574, 790
1.55899, 790
1.5602, 790
1.56144, 791
1.56263, 791
1.56386, 791
1.56523, 791
1.5665, 791
1.56768, 791
1.56883, 791
1.57011, 791
1.5713, 791
1.57247, 791
1.57372, 791
1.57497, 791
1.5762, 791
1.57736, 791
1.57862, 790
1.57983, 790
1.58095, 790
1.58204, 790
1.58317, 790
1.58432, 790
1.58548, 790
1.58662, 790
1.58782, 790
1.58901, 790
1.59015, 790
1.59136, 790
1.59272, 790
1.59386, 790
1.59513, 790
1.59628, 801
1.59741, 801
1.5987, 801
1.59999, 801
1.60114, 801
1.60225, 801
1.60338, 801
1.60448, 801
1.60565, 801
1.60714, 801
1.60836, 801
1.60955, 801
1.61073, 801
1.61193, 801
1.61327, 798
1.61463, 798
1.61591, 798
1.61708, 798
1.6183, 798
1.61954, 798
1.6209, 798
1.62222, 798
1.62351, 798
1.62466, 798
1.6258, 798
1.62717, 798
1.6284, 798
1.62967, 798
1.631, 794
1.63215, 794
1.63331, 794
1.63463, 794
1.63582, 794
1.63714, 794
1.6384, 794
1.63959, 794
1.64075, 794
1.64199, 794
1.64318, 794
1.64444, 794
1.64563, 794
1.64685, 794
1.64814, 792
1.64946, 792
1.65066, 792
1.65184, 792
1.65307, 792
1.65431, 792
1.65566, 792
1.65679, 792
1.65798, 792
1.65919, 792
1.66038, 792
1.66174, 792
1.66305, 792
1.66417, 792
1.66527, 798
1.66636, 798
1.66789, 798
1.66919, 798
1.67037, 798
1.67165, 798
1.67283, 798
1.67406, 798
1.67533, 798
1.67652, 798
1.67767, 798
1.67888, 798
1.68009, 798
1.68136, 798
1.68277, 793
1.68435, 793
1.68561, 793
1.68683, 793
1.68812, 793
1.68932, 793
1.69058, 793
1.69184, 793
1.69304, 793
1.69422, 793
1.69546, 793
1.69661, 793
1.69797, 793
1.69926, 793
1.7004, 796
1.7015, 796
1.70261, 796
1.70375, 796
1.70486, 796
1.70594, 796
1.70707, 796
1.70832, 796
1.70961, 796
1.71112, 796
1.71238, 796
1.71357, 796
1.71474, 796
1.71597, 796
1.71723, 795
1.7186, 795
1.71983, 795
1.72106, 795
1.72224, 795
1.72343, 795
1.72479, 795
1.72598, 795
1.72715, 795
1.72839, 795
1.7296, 795
1.73073, 795
1.73194, 795
1.73312, 795
1.73431, 805
1.73556, 805
1.73673, 805
1.73793, 805
1.73918, 805
1.74045, 805
1.74163, 805
1.74286, 805
1.74403, 805
1.74529, 805
1.74645, 805
1.74758, 805
1.74879, 805
1.75006, 805
1.75125, 805
1.75252, 805
1.75364, 805
1.75496, 805
1.7561, 805
1.75724, 805
1.75845, 805
1.75979, 805
1.76099, 805
1.7621, 805
1.76321, 805
1.76431, 805
1.7654, 805
1.76657, 805
1.76771, 805
1.76892, 804
1.77009, 804
1.77138, 804
1.77251, 804
1.77389, 804
1.77518, 804
1.77632, 804
1.77742, 804
1.77871, 804
1.78001, 804
1.78122, 804
1.78252, 804
1.78367, 804
1.78483, 804
1.78593, 805
1.7873, 805
1.78847, 805
1.79002, 805
1.79153, 805
1.7928, 805
1.79404, 805
1.79556, 805
1.79669, 805
1.7978, 805
1.79898, 805
1.80024, 805
1.80188, 805
1.80311, 809
1.80429, 809
1.80551, 809
1.80676, 809
1.80816, 809
1.80927, 809
1.81038, 809
1.81149, 809
1.81258, 809
1.81368, 809
1.81478, 809
1.81594, 809
1.81708, 809
1.81826, 809
1.81939, 809
1.82051, 811
1.82161, 811
1.82273, 811
1.82385, 811
1.82493, 811
1.82618, 811
1.82742, 811
1.82884, 811
1.8301, 811
1.83129, 811
1.83253, 811
1.8337, 811
1.83496, 811
1.83629, 811
1.83751, 809
1.8388, 809
1.84001, 809
1.84117, 809
1.84246, 809
1.84374, 809
1.84498, 809
1.84627, 809
1.84745, 809
1.84862, 809
1.84994, 809
1.85114, 809
1.85226, 809
1.85336, 809
1.85449, 811
1.85571, 811
1.8571, 811
1.85838, 811
1.86002, 811
1.8619, 811
1.86319, 811
1.86436, 811
1.8655, 811
1.86662, 811
1.86773, 811
1.86894, 811
1.87024, 811
1.87155, 814
1.87276, 814
1.874, 814
1.87525, 814
1.8766, 814
1.87799, 814
1.87928, 814
1.88045, 814
1.88165, 814
1.88281, 814
1.88416, 814
1.88543, 814
1.88668, 814
1.88802, 814
1.88955, 807
1.89085, 807
1.8923, 807
1.89359, 807
1.89488, 807
1.8961, 807
1.89738, 807
1.89871, 807
1.90011, 807
1.90138, 807
1.90314, 807
1.90446, 807
1.90589, 807
1.9072, 803
1.90847, 803
1.9097, 803
1.91089, 803
1.91235, 803
1.91356, 803
1.91475, 803
1.91597, 803
1.91714, 803
1.9184, 803
1.91975, 803
1.92099, 803
1.92221, 803
1.92339, 803
1.92454, 807
1.92583, 807
1.92711, 807
1.92841, 807
1.92957, 807
1.9308, 807
1.93198, 807
1.93335, 807
1.93454, 807
1.93576, 807
1.93698, 807
1.93839, 807
1.93957, 807
1.94088, 807
1.94212, 804
1.94328, 804
1.94439, 804
1.94548, 804
1.94663, 804
1.94792, 804
1.94908, 804
1.95027, 804
1.95158, 804
1.95274, 804
1.95408, 804
1.95527, 804
1.95638, 804
1.95757, 804
1.95878, 804
1.95999, 804
1.96138, 804
1.96259, 804
1.96381, 804
1.96493, 804
1.96611, 804
1.96742, 804
1.96866, 804
1.96979, 804
1.97094, 804
1.97205, 804
1.97317, 804
1.9744, 804
1.97571, 804
1.97682, 806
1.97803, 806
1.97915, 806
1.98031, 806
1.98166, 806
1.98288, 806
1.98413, 806
1.98532, 806
1.98653, 806
1.98785, 806
1.98925, 806
1.9905, 806
1.99166, 806
1.99277, 806
1.99385, 808
1.99507, 808
1.99643, 808
1.99763, 808
1.99885, 808
2.00009, 808
2.00135, 808
2.00265, 808
2.00388, 808
2.00506, 808
2.00621, 808
2.00742, 808
2.00859, 808
2.0099, 808
2.01116, 807
2.0123, 807
2.01354, 807
2.01471, 807
2.01606, 807
2.01734, 807
2.0185, 807
2.01984, 807
2.02098, 807
2.02212, 807
2.02339, 807
2.02454, 807
2.02566, 807
2.0268, 807
2.02804, 808
2.02932, 808
2.03067, 808
2.03192, 808
2.03304, 808
2.03414, 808
2.03526, 808
2.03635, 808
2.03815, 808
2.03936, 808
2.04053, 808
2.04168, 808
2.04279, 808
2.04403, 808
2.04536, 808
2.04659, 808
2.04792, 808
2.04921, 808
2.05046, 808
2.05168, 808
2.05282, 808
2.054, 808
2.05521, 808
2.05648, 808
2.05771, 808
2.05916, 808
2.06054, 808
2.06184, 808
2.06311, 811
2.06435, 811
2.06573, 811
2.06701, 811
2.06816, 811
2.06934, 811
2.07054, 811
2.07206, 811
2.07327, 811
2.07444, 811
2.07564, 811
2.07684, 811
2.0781, 811
2.07948, 811
2.08073, 811
2.08185, 811
2.08313, 811
2.08437, 811
2.0857, 811
2.08691, 811
2.0881, 811
2.08934, 811
2.09054, 811
2.09173, 811
2.09308, 811
2.09429, 811
2.09555, 811
2.09668, 811
2.09781, 814
2.099, 814
2.10025, 814
2.10141, 814
2.1025, 814
2.10363, 814
2.10473, 814
2.10586, 814
2.10714, 814
2.1083, 814
2.10951, 814
2.11076, 814
2.11191, 814
2.11302, 814
2.11436, 814
2.11562, 813
2.11682, 813
2.11806, 813
2.11925, 813
2.12067, 813
2.12197, 813
2.12318, 813
2.12435, 813
2.12558, 813
2.12677, 813
2.12827, 813
2.12951, 813
2.13073, 813
2.13209, 813
2.13323, 817
2.13445, 817
2.1358, 817
2.13692, 817
2.13818, 817
2.13934, 817
2.14048, 817
2.14169, 817
2.14284, 817
2.14396, 817
2.14507, 817
2.14623, 817
2.14736, 817
2.14859, 817
2.1501, 813
2.15137, 813
2.15261, 813
2.15379, 813
2.15501, 813
2.15631, 813
2.15759, 813
2.1588, 813
2.16004, 813
2.16118, 813
2.16241, 813
2.16362, 813
2.1649, 813
2.16609, 813
2.16741, 812
2.1687, 812
2.17011, 812
2.17131, 812
2.17242, 812
2.17353, 812
2.17462, 812
2.17584, 812
2.17714, 812
2.17842, 812
2.17964, 812
2.18084, 812
2.18212, 812
2.18343, 812
2.18453, 812
2.18563, 812
2.18672, 812
2.18792, 812
2.18912, 812
2.1905, 812
2.19175, 812
2.19292, 812
2.19413, 812
2.19531, 812
2.19657, 812
2.19797, 812
2.1992, 812
2.20041, 812
2.20166, 815
2.20282, 815
2.20419, 815
2.2054, 815
2.20664, 815
2.20802, 815
2.20926, 815
2.21039, 815
2.2118, 815
2.21307, 815
2.21438, 815
2.21555, 815
2.21667, 815
