FrameTime,FPS
0.0005326,1741
0.0005129,1741
0.0005213,1741
0.0005167,1741
0.000543,1741
0.000507,1741
0.0005054,1751
0.0005081,1751
0.0005165,1751
0.0005788,1751
0.000549,1751
0.0005322,1751
0.000561,1751
0.0005338,1751
0.000513,1751
0.000549,1751
0.0005145,1751
0.0005377,1751
0.0005212,1751
0.0005265,1751
0.0005155,1751
0.0005202,1751
0.0005307,1751
0.0005107,1751
0.0005121,1751
0.0005327,1751
0.0005239,1751
0.0005099,1751
0.0005164,1751
0.0005896,1751
0.0006089,1751
0.0005332,1751
0.0005356,1751
0.0005711,1751
0.0007141,1751
0.0007061,1751
0.0005405,1751
0.0005168,1773
0.0005214,1773
0.000562,1773
0.0005602,1773
0.0005489,1773
0.0006523,1773
0.0006243,1773
0.0005784,1773
0.0005788,1773
0.0008697,1773
0.0006381,1773
0.0005401,1773
0.0005271,1773
0.0005182,1773
0.0005155,1773
0.0006277,1773
0.0005523,1773
0.0006106,1773
0.0005906,1773
0.0005229,1773
0.0005146,1773
0.0006106,1773
0.0006994,1773
0.0005394,1773
0.0005121,1773
0.0005114,1773
0.0005069,1773
0.0005099,1773
0.0006124,1773
0.0005711,1769
0.0005433,1769
0.0005193,1769
0.0005296,1769
0.0007136,1769
0.0007618,1769
0.0006007,1769
0.0006266,1769
0.0005865,1769
0.0005861,1769
0.0005403,1769
0.0005221,1769
0.0005103,1769
0.0005137,1769
0.0005962,1769
0.0005509,1769
0.0006952,1769
0.0005659,1769
0.0005247,1769
0.0005218,1769
0.0005239,1769
0.0006085,1769
0.0006535,1769
0.0005785,1769
0.000626,1769
0.0005879,1769
0.0005682,1769
0.0005871,1769
0.0007035,1769
0.0005742,1784
0.0005733,1784
0.0005204,1784
0.0005132,1784
0.0005477,1784
0.0005666,1784
0.0005419,1784
0.0006067,1784
0.00057,1784
0.0005629,1784
0.0005744,1784
0.0005801,1784
0.0006423,1784
0.0005796,1784
0.0005259,1784
0.0005163,1784
0.000526,1784
0.0005116,1784
0.0005068,1784
0.0005443,1784
0.0007047,1784
0.0006047,1784
0.0006408,1784
0.0007857,1784
0.0006523,1784
0.0005404,1784
0.0005881,1784
0.0006568,1784
0.0006418,1784
0.0005695,1777
0.0005404,1777
0.0005835,1777
0.0005829,1777
0.0005967,1777
0.0005377,1777
0.0006734,1777
0.0006396,1777
0.000621,1777
0.0006186,1777
0.000605,1777
0.0006009,1777
0.0005849,1777
0.000577,1777
0.0006363,1777
0.0006921,1777
0.0006604,1777
0.0008169,1777
0.0006703,1777
0.0005984,1777
0.0005488,1777
0.0005418,1777
0.0005736,1777
0.0007509,1777
0.0005761,1777
0.0006443,1777
0.0005912,1777
0.0005258,1777
0.0005795,1784
0.0005907,1784
0.0006816,1784
0.0005894,1784
0.0005373,1784
0.0005496,1784
0.000666,1784
0.0005794,1784
0.0005844,1784
0.000592,1784
0.0005935,1784
0.0005742,1784
0.0007133,1784
0.0007286,1784
0.000582,1784
0.0006172,1784
0.000597,1784
0.0006059,1784
0.0006159,1784
0.0005519,1784
0.000522,1784
0.0005466,1784
0.0005435,1784
0.000591,1784
0.0006297,1784
0.0005627,1784
0.0005289,1784
0.0005436,1784
0.0006117,1784
0.0005966,1784
0.0005335,1784
0.000643,1784
0.0005775,1784
0.0005346,1784
0.0005501,1784
0.0006871,1784
0.000749,1784
0.0005832,1784
0.0005396,1784
0.0005265,1784
0.0005207,1784
0.000529,1784
0.000513,1784
0.0005649,1784
0.0005631,1784
0.0006455,1784
0.00057,1784
0.0006251,1784
0.0006551,1784
0.0005556,1784
0.0005525,1784
0.0005514,1784
0.0006496,1784
0.0006217,1784
0.0006071,1784
0.000608,1784
0.000686,1784
0.0005395,1784
0.0005771,1790
0.0006932,1790
0.0005592,1790
0.000524,1790
0.0005434,1790
0.0006292,1790
0.0006455,1790
0.0006088,1790
0.0006049,1790
0.0005705,1790
0.0005799,1790
0.0005257,1790
0.0005523,1790
0.000692,1790
0.0005888,1790
0.0005235,1790
0.0005271,1790
0.0005483,1790
0.0005178,1790
0.0005263,1790
0.000511,1790
0.000523,1790
0.0005225,1790
0.0005793,1790
0.0007027,1790
0.0005941,1790
0.0005358,1790
0.0005314,1790
0.0005235,1790
0.0005176,1790
0.0005314,1791
0.0005217,1791
0.0005224,1791
0.0005095,1791
0.0005459,1791
0.0005241,1791
0.0005197,1791
0.0005417,1791
0.0005154,1791
0.0005269,1791
0.0005116,1791
0.0005719,1791
0.000566,1791
0.0006054,1791
0.0005836,1791
0.0005208,1791
0.0005444,1791
0.0006541,1791
0.0006491,1791
0.0005661,1791
0.0005667,1791
0.0005989,1791
0.0005867,1791
0.0005498,1791
0.0006159,1791
0.0006045,1791
0.0005779,1791
0.0005777,1791
0.0005643,1791
0.0005804,1791
0.0006117,1782
0.0005827,1782
0.0008223,1782
0.0006064,1782
0.0005621,1782
0.0005441,1782
0.0005532,1782
0.000662,1782
0.0006398,1782
0.000594,1782
0.0005821,1782
0.0005688,1782
0.00058,1782
0.0006951,1782
0.0006366,1782
0.0006669,1782
0.0006417,1782
0.0005802,1782
0.0006232,1782
0.0005557,1782
0.00052,1782
0.0006518,1782
0.0005409,1782
0.000512,1782
0.000508,1782
0.000575,1782
0.0006388,1782
0.0005725,1782
0.0006123,1773
0.0005227,1773
0.0005423,1773
0.0006225,1773
0.0006178,1773
0.0006351,1773
0.0006178,1773
0.0006055,1773
0.000582,1773
0.0006532,1773
0.000611,1773
0.0005799,1773
0.0006375,1773
0.0005618,1773
0.0005553,1773
0.0005269,1773
0.000551,1773
0.0006025,1773
0.0005985,1773
0.0005881,1773
0.0005845,1773
0.0007695,1773
0.0006221,1773
0.0007119,1773
0.0005931,1773
0.0005356,1773
0.0005279,1773
0.0005776,1773
0.0005489,1782
0.0005755,1782
0.0005539,1782
0.00061,1782
0.0006544,1782
0.0007185,1782
0.0006389,1782
0.0005853,1782
0.0005907,1782
0.0005947,1782
0.0007095,1782
0.0006105,1782
0.0005458,1782
0.0005354,1782
0.000523,1782
0.0005109,1782
0.0006079,1782
0.0005984,1782
0.0005559,1782
0.0006697,1782
0.0005439,1782
0.0005137,1782
0.0005086,1782
0.0005119,1782
0.0005021,1782
0.0005154,1782
0.0005112,1782
0.000567,1782
0.0005956,1782
0.0006456,1769
0.0005656,1769
0.0005224,1769
0.0006149,1769
0.0006759,1769
0.0007289,1769
0.0005851,1769
0.0005224,1769
0.0005451,1769
0.0006266,1769
0.0005701,1769
0.0009128,1769
0.0006659,1769
0.0005935,1769
0.0006024,1769
0.0006283,1769
0.0006413,1769
0.0006286,1769
0.0006471,1769
0.0006077,1769
0.0007045,1769
0.0007473,1769
0.0006347,1769
0.000656,1769
0.0006755,1769
0.0006759,1769
0.0006172,1769
0.000596,1769
0.0006871,1769
0.000627,1769
0.0006578,1769
0.0005996,1769
0.0005323,1769
0.000524,1769
0.0005207,1769
0.000513,1769
0.0007064,1769
0.0010235,1769
0.0006279,1769
0.0005153,1769
0.0005349,1769
0.0005304,1769
0.0005172,1769
0.0005212,1769
0.0006061,1769
0.0006656,1769
0.0006337,1769
0.0006751,1769
0.0006219,1769
0.0005918,1769
0.0005798,1769
0.0005794,1769
0.000589,1769
0.0005929,1769
0.0005749,1769
0.0006748,1752
0.000735,1752
0.0005901,1752
0.0005674,1752
0.0005944,1752
0.0005611,1752
0.00052,1752
0.0005056,1752
0.0005576,1752
0.0005248,1752
0.000535,1752
0.0005128,1752
0.0005155,1752
0.0005302,1752
0.0005169,1752
0.0006194,1752
0.000597,1752
0.0005738,1752
0.0006221,1752
0.0005954,1752
0.0005687,1752
0.0005707,1752
0.0005793,1752
0.0005787,1752
0.0006748,1752
0.0007015,1752
0.0006365,1752
0.0005476,1752
0.0005138,1752
0.0005144,1752
0.0005139,1753
0.0005094,1753
0.0005817,1753
0.0005798,1753
0.0005395,1753
0.0005246,1753
0.0005621,1753
0.0005797,1753
0.0005528,1753
0.0005415,1753
0.000527,1753
0.0005221,1753
0.0005091,1753
0.0005579,1753
0.0005404,1753
0.0005169,1753
0.000515,1753
0.0005512,1753
0.0005109,1753
0.0005143,1753
0.0005863,1753
0.0006056,1753
0.0005545,1753
0.000512,1753
0.0005176,1753
0.0005095,1753
0.0005441,1753
0.0005334,1753
0.000567,1753
0.0005267,1753
0.000511,1753
0.0005084,1754
0.0005875,1754
0.0005707,1754
0.0006684,1754
0.0005961,1754
0.0005626,1754
0.0005585,1754
0.0005216,1754
0.0005759,1754
0.0005726,1754
0.0005703,1754
0.0005817,1754
0.0005299,1754
0.0005676,1754
0.000684,1754
0.0005327,1754
0.0005238,1754
0.0005142,1754
0.0005172,1754
0.0005519,1754
0.0005747,1754
0.0005777,1754
0.0005276,1754
0.0005142,1754
0.0005563,1754
0.0006168,1754
0.000604,1754
0.0005334,1754
0.0005096,1754
0.0005342,1754
0.0005066,1762
0.000536,1762
0.000519,1762
0.0005311,1762
0.0005203,1762
0.0005133,1762
0.0005055,1762
0.000513,1762
0.000505,1762
0.0006286,1762
0.000582,1762
0.0005953,1762
0.0005239,1762
0.00052,1762
0.0005489,1762
0.0006016,1762
0.0005938,1762
0.0005347,1762
0.0005171,1762
0.0005731,1762
0.000516,1762
0.0005082,1762
0.0006561,1762
0.0005608,1762
0.0005401,1762
0.0005241,1762
0.0005108,1762
0.0005219,1762
0.0006553,1762
0.0006124,1762
0.0005557,1762
0.0005409,1759
0.0006285,1759
0.0005471,1759
0.000739,1759
0.0005601,1759
0.0005197,1759
0.0005122,1759
0.0005511,1759
0.0006864,1759
0.0005961,1759
0.00058,1759
0.0006217,1759
0.0005825,1759
0.0006137,1759
0.0005681,1759
0.000605,1759
0.0005248,1759
0.0005125,1759
0.0005369,1759
0.0005228,1759
0.0005178,1759
0.0005127,1759
0.0005704,1759
0.0005564,1759
0.000705,1759
0.0005661,1759
0.0005171,1759
0.0005085,1759
0.0005308,1759
0.0006248,1759
0.0005763,1780
0.0006617,1780
0.0005766,1780
0.0005216,1780
0.0005503,1780
0.0005455,1780
0.0006227,1780
0.0005803,1780
0.0006351,1780
0.0007144,1780
0.0005182,1780
0.0005145,1780
0.0005082,1780
0.0005872,1780
0.000589,1780
0.0005737,1780
0.0006039,1780
0.0005726,1780
0.0006277,1780
0.0005978,1780
0.000639,1780
0.0008417,1780
0.000604,1780
0.0005568,1780
0.0005344,1780
0.0005203,1780
0.0005543,1780
0.0005375,1780
0.0005085,1780
0.0005153,1788
0.0005113,1788
0.0005582,1788
0.0005477,1788
0.0008069,1788
0.0006894,1788
0.0006254,1788
0.0005363,1788
0.0005273,1788
0.0005157,1788
0.0005412,1788
0.0006026,1788
0.0005204,1788
0.0005271,1788
0.0005065,1788
0.0005138,1788
0.0005054,1788
0.0005963,1788
0.0007461,1788
0.000634,1788
0.0005889,1788
0.0005924,1788
0.0005826,1788
0.0006467,1788
0.000616,1788
0.0006029,1788
0.000583,1788
0.0007153,1788
0.0005716,1788
0.0005261,1803
0.0005149,1803
0.0005306,1803
0.0005681,1803
0.0005636,1803
0.0006003,1803
0.0005795,1803
0.0005747,1803
0.0005257,1803
0.0005101,1803
0.0005222,1803
0.0006909,1803
0.0006433,1803
0.0005361,1803
0.0005206,1803
0.0005169,1803
0.0005462,1803
0.0007371,1803
0.0006825,1803
0.0005725,1803
0.0005239,1803
0.0005415,1803
0.0006809,1803
0.0007415,1803
0.0006195,1803
0.000576,1803
0.0005127,1803
0.000521,1803
0.0006618,1803
0.0005909,1795
0.0005422,1795
0.0005232,1795
0.0005267,1795
0.0005501,1795
0.0007257,1795
0.0005457,1795
0.0005169,1795
0.0005472,1795
0.0005404,1795
0.0005095,1795
0.0005083,1795
0.0005063,1795
0.0005677,1795
0.0005281,1795
0.0005493,1795
0.0005641,1795
0.0006366,1795
0.0007083,1795
0.000562,1795
0.0005253,1795
0.0005247,1795
0.0005412,1795
0.0006362,1795
0.0007063,1795
0.0005847,1795
0.0005338,1795
0.0005678,1795
0.0005305,1795
0.0005156,1795
0.0005176,1800
0.0005233,1800
0.0005172,1800
0.0005093,1800
0.0005058,1800
0.0005198,1800
0.0005184,1800
0.0006093,1800
0.0005437,1800
0.0005235,1800
0.0005293,1800
0.000545,1800
0.0005149,1800
0.0005138,1800
0.0005196,1800
0.0005871,1800
0.0005188,1800
0.0005705,1800
0.0005458,1800
0.0005258,1800
0.0005525,1800
0.0005167,1800
0.0005648,1800
0.0005172,1800
0.0005953,1800
0.0006344,1800
0.0007279,1800
0.0006248,1800
0.0005263,1800
0.0005657,1800
0.0005202,1800
0.000513,1800
0.0005155,1800
0.0005149,1800
0.0005104,1800
0.0005117,1800
0.0006336,1800
0.0005667,1800
0.0005151,1800
0.0005138,1800
0.0005272,1800
0.0005856,1800
0.0006514,1800
0.0006383,1800
0.0005336,1800
0.0005225,1800
0.0005252,1800
0.0005791,1800
0.0007178,1800
0.0005302,1800
0.0005494,1800
0.0005683,1800
0.0006712,1800
0.000542,1800
0.0005133,1800
0.0005126,1800
0.0005133,1800
0.000509,1800
0.0005132,1800
0.0005688,1800
0.0005492,1800
0.0005589,1800
0.000538,1797
0.0005671,1797
0.0007535,1797
0.0006505,1797
0.0005951,1797
0.00053,1797
0.0005266,1797
0.0005114,1797
0.000513,1797
0.0005073,1797
0.0005341,1797
0.0005155,1797
0.000569,1797
0.0005839,1797
0.000583,1797
0.0006145,1797
0.000538,1797
0.0005326,1797
0.000553,1797
0.0006287,1797
0.000662,1797
0.0006185,1797
0.0005736,1797
0.0006082,1797
0.0005462,1797
0.0005136,1797
0.0005195,1797
0.0005448,1797
0.0005099,1797
0.0005057,1797
0.0005069,1798
0.0006046,1798
0.0006533,1798
0.0006491,1798
0.0006601,1798
0.0005841,1798
0.0005792,1798
0.0010916,1798
0.0007972,1798
0.0005472,1798
0.0005288,1798
0.0005165,1798
0.0005106,1798
0.000511,1798
0.0005324,1798
0.0005176,1798
0.000507,1798
0.0005287,1798
0.0005183,1798
0.0009677,1798
0.0006875,1798
0.00062,1798
0.0005998,1798
0.00057,1798
0.0006443,1798
0.0005616,1798
0.0005202,1798
0.0005167,1798
0.000549,1798
0.0005071,1798
0.0005061,1798
0.0005679,1798
0.0006317,1798
0.0005385,1798
0.0005195,1798
0.000561,1798
0.0005735,1798
0.0005584,1798
0.0005231,1798
0.000526,1798
0.0005117,1798
0.0005081,1798
0.0005441,1798
0.0005176,1798
0.0005364,1798
0.0005233,1798
0.0005126,1798
0.0005111,1798
0.0005141,1798
0.0005053,1798
0.0005282,1798
0.0005197,1798
0.00051,1798
0.0005097,1798
0.0005075,1798
0.0006542,1798
0.0005936,1798
0.0006317,1798
0.0007055,1798
0.0006408,1787
0.0006401,1787
0.0005865,1787
0.0006232,1787
0.0007127,1787
0.0006456,1787
0.0005947,1787
0.000581,1787
0.0006528,1787
0.0007067,1787
0.0006397,1787
0.0005371,1787
0.0005564,1787
0.0005312,1787
0.0005168,1787
0.0005138,1787
0.0005143,1787
0.0005304,1787
0.0006149,1787
0.0005637,1787
0.0005165,1787
0.0005823,1787
0.0005683,1787
0.0005177,1787
0.0005114,1787
0.0005295,1787
0.0005193,1787
0.0005361,1787
0.0006555,1787
0.0006622,1773
0.0006583,1773
0.0006343,1773
0.0006834,1773
0.0007553,1773
0.0006088,1773
0.0006033,1773
0.0006304,1773
0.0005865,1773
0.0005708,1773
0.0005268,1773
0.0005213,1773
0.000513,1773
0.0005085,1773
0.0005065,1773
0.0005181,1773
0.0006851,1773
0.0006505,1773
0.0006609,1773
0.0006047,1773
0.0005503,1773
0.0005162,1773
0.0005104,1773
0.0007816,1773
0.0006335,1773
0.0005644,1773
0.0005169,1773
0.0005221,1773
0.0005265,1773
0.0005713,1767
0.0005343,1767
0.0005119,1767
0.0005175,1767
0.0005038,1767
0.0005082,1767
0.0005107,1767
0.0006391,1767
0.0005233,1767
0.0005372,1767
0.0005307,1767
0.0005103,1767
0.0006241,1767
0.0006507,1767
0.000612,1767
0.0005849,1767
0.0005966,1767
0.0005308,1767
0.0005261,1767
0.0005124,1767
0.0005145,1767
0.0005085,1767
0.0005147,1767
0.0005299,1767
0.0007146,1767
0.0005723,1767
0.0005623,1767
0.0005315,1767
0.000512,1767
0.0005564,1767
0.0006357,1754
0.0006248,1754
0.0006044,1754
0.000574,1754
0.0005871,1754
0.0005425,1754
0.0005898,1754
0.0006628,1754
0.0005249,1754
0.0005168,1754
0.0005119,1754
0.0005158,1754
0.000512,1754
0.0005066,1754
0.0005563,1754
0.0005247,1754
0.0005074,1754
0.0005174,1754
0.0005791,1754
0.0007331,1754
0.0006234,1754
0.0006499,1754
0.0005244,1754
0.0005182,1754
0.0005243,1754
0.0005093,1754
0.0005442,1754
0.0005162,1754
0.0005109,1754
0.0005177,1754
0.0005374,1754
0.0005753,1754
0.0005994,1754
0.000528,1754
0.0005106,1754
0.0005137,1754
0.0005535,1754
0.000519,1754
0.0005116,1754
0.0005067,1754
0.0005146,1754
0.0005211,1754
0.0005586,1754
0.0005096,1754
0.0006642,1754
0.0005604,1754
0.0005253,1754
0.0005379,1754
0.0005178,1754
0.0005224,1754
0.0005059,1754
0.0005263,1754
0.0005143,1754
0.0005213,1754
0.0005062,1754
0.0005373,1754
0.000516,1754
0.0005629,1754
0.0007116,1754
0.0005435,1754
0.0005144,1754
0.0005365,1754
0.0005351,1754
0.0005124,1760
0.0005015,1760
0.0005083,1760
0.0005099,1760
0.0005037,1760
0.0005451,1760
0.0005196,1760
0.0005615,1760
0.000632,1760
0.0005842,1760
0.0006263,1760
0.0005839,1760
0.0006395,1760
0.0005886,1760
0.0005432,1760
0.0005123,1760
0.0005195,1760
0.0005321,1760
0.0005102,1760
0.000571,1760
0.0005588,1760
0.0005255,1760
0.0005796,1760
0.0006345,1760
0.0006489,1760
0.0005678,1760
0.0005289,1760
0.0005214,1760
0.000533,1760
0.0005604,1760
0.0005921,1758
0.0008012,1758
0.0006839,1758
0.0005846,1758
0.0005776,1758
0.000568,1758
0.0005914,1758
0.0006115,1758
0.0006704,1758
0.0005581,1758
0.0005113,1758
0.0005196,1758
0.0005347,1758
0.0006591,1758
0.0005509,1758
0.0006638,1758
0.0005692,1758
0.0005203,1758
0.0005155,1758
0.0005127,1758
0.0005138,1758
0.0005156,1758
0.0005314,1758
0.0005201,1758
0.0005083,1758
0.0005062,1758
0.000508,1758
0.0006517,1758
0.0005558,1758
0.0005606,1758
0.0005298,1763
0.0005107,1763
0.0005092,1763
0.0005215,1763
0.0005101,1763
0.0006064,1763
0.0005394,1763
0.000551,1763
0.0005292,1763
0.0005479,1763
0.0005281,1763
0.0005213,1763
0.0006092,1763
0.0005386,1763
0.0005868,1763
0.0005432,1763
0.0006064,1763
0.0006163,1763
0.0005699,1763
0.0005986,1763
0.0005464,1763
0.0006169,1763
0.000551,1763
0.0005353,1763
0.000528,1763
0.0005867,1763
0.0005876,1763
0.0005548,1763
0.0005718,1763
0.0005325,1763
0.0005268,1770
0.00053,1770
0.0005243,1770
0.0007802,1770
0.0005522,1770
0.0005487,1770
0.0005367,1770
0.000528,1770
0.00052,1770
0.0005444,1770
0.0005262,1770
0.0005457,1770
0.0007437,1770
0.0007547,1770
0.0008291,1770
0.000623,1770
0.0005452,1770
0.0005665,1770
